Area scanning micro,,,,
Line,MicroAreaFinish,WRSC 2017 Area scanning micro,59.427246_59.427164,10.46841500000005_10.469155
Line,MicroAreaStart,WRSC 2017 Area scanning micro,59.426946_59.427093,10.471205000000054_10.469810000000052
Point,MicroArea1,WRSC 2017 Area scanning micro,59.426946,10.471205000000054
Point,MicroArea2,WRSC 2017 Area scanning micro,59.428332,10.471762000000012
Point,MicroArea3,WRSC 2017 Area scanning micro,59.428621,10.46901600000001
Point,MircoArea4,WRSC 2017 Area scanning micro,59.427928,10.468714999999975
Point,MicroArea5,WRSC 2017 Area scanning micro,59.427759,10.470109999999977
Point,MicroArea6,WRSC 2017 Area scanning micro,59.427093,10.469810000000052
